State Code,Indian Census State Code 2011,State Name,District Code,Indian Census District Code 2011,District Name,ICRISAT Indian Id,SAT/NONSAT District,Region Code,Region Name,Agro Ecological Zones ICRISAT,Agro Ecological Zones NATP,AEZ Production Zones NATP,Latitude,Longitude
15,200,Jharkhand,917,370,Singhbhum,3436,2,5,Kolhan division,1,5,5.1,22.7,86
16,50,Uttarakhand,237,660,Nainital,2144,2,2,Kumaon division,1,3,3.3,29.5,79.7
16,50,Uttarakhand,238,640,Almorah,2104,2,2,Kumaon division,1,3,3.3,29.8,79.5
16,50,Uttarakhand,239,620,Pithorgarh,2146,2,2,Kumaon division,1,3,3.3,30,80.4
16,50,Uttarakhand,240,570,Chamoli,2115,2,1,Garhwal division,4,3,3.3,30.5,79.7
16,50,Uttarakhand,241,560,Uttar Kashi,2156,2,1,Garhwal division,4,3,3.3,30.9,78.5
16,50,Uttarakhand,242,590,Tehri Garhwal,2154,2,1,Garhwal division,1,3,3.3,30.5,78.7
16,50,Uttarakhand,243,610,Garhwal,2123,2,1,Garhwal division,1,3,3.3,29.9,78.9
16,50,Uttarakhand,244,600,Dehradun,2116,2,1,Garhwal division,1,3,3.3,30.3,78
17,180,Assam,601,316,Cachar,3315,2,2,Uppar brahamaputra,,1,3,3.2,24.5
17,180,Assam,602,325,Darrang,3304,2,1,Lower brahamaputra,1,5,5.1,26.9,92.2
17,180,Assam,603,310,Dibrugarh,3303,2,2,Uppar brahamaputra,1,5,5.1,27.3,94.5
17,180,Assam,604,302,Goalpara,3305,2,1,Lower brahamaputra,1,5,5.1,26.1,90.4
17,180,Assam,605,321,Kamrup,3306,2,1,Lower brahamaputra,1,5,5.1,26.1,91.4
17,180,Assam,606,314,Karbi Anglong,3308,2,2,Uppar brahamaputra,1,3,3.2,25.5,93.3
17,180,Assam,607,307,Lakhimpur,3312,2,2,Uppar brahamaputra,1,5,5.1,27.1,94.1
17,180,Assam,608,315,North Cachar Hil Dima hasao,3311,2,2,Uppar brahamaputra,1,3,3.2,25.1,93
17,180,Assam,609,305,Nagaon,3313,2,1,Lower brahamaputra,1,5,5.1,26.2,92.4
17,180,Assam,610,311,Sibsagar,3314,2,2,Uppar brahamaputra,1,5,5.1,26.6,94.4
18,20,Himachal Pradesh,626,300,Bilashpur,3701,2,1,Low hills region,1,3,3.3,31.2,76.4
18,20,Himachal Pradesh,627,230,Chamba,3702,2,1,Low hills region,1,3,3.3,32.6,76.4
18,20,Himachal Pradesh,629,240,Kangra,3704,2,1,Low hills region,1,3,3.3,31.9,76.5
18,20,Himachal Pradesh,630,340,Kinnaur,3705,2,4,Very high hills region,1,3,3.1,31.6,78.2
18,20,Himachal Pradesh,631,260,Kullu,3706,2,2,Mid hills region,1,3,3.3,31.7,77
18,20,Himachal Pradesh,632,250,Lahul & Spiti,3707,2,4,Very high hills region,2,3,3.1,32.4,77.5
18,20,Himachal Pradesh,633,310,Solan,3711,2,2,Mid hills region,1,3,3.3,30.6,76.8
18,20,Himachal Pradesh,634,270,Mandi,3708,2,3,High hills region,1,3,3.3,31.6,76.8
18,20,Himachal Pradesh,635,330,Shimla,3709,2,3,High hills region,1,3,3.3,30.9,77.6
18,20,Himachal Pradesh,636,320,Sirmaur,3710,2,3,High hills region,1,3,3.3,30.6,77.3
19,320,Kerala,651,598,Alappuzha,4001,2,3,Travancore region(SK),1,2,2.2,9.3,76.2
19,320,Kerala,652,589,Kannur,4002,2,1,Malabar region(NK),1,2,2.2,11.5,75.3
19,320,Kerala,653,595,Eranakulam,4003,2,2,Kochi region(CK),1,2,2.2,10,76.2
19,320,Kerala,655,597,Kottayam,4006,2,3,Travancore region(SK),1,2,2.2,9.4,76.3
19,320,Kerala,656,591,Kozhikode,4007,2,1,Malabar region(NK),1,2,2.2,11.2,75.5
19,320,Kerala,657,592,Malappuram,4008,2,1,Malabar region(NK),1,2,2.2,11,76.1
19,320,Kerala,658,593,Palakkad,4009,2,2,Kochi region(CK),1,2,2.2,10.5,76.4
19,320,Kerala,659,600,Kollam,4011,2,3,Travancore region(SK),1,2,2.2,8.5,76.4
19,320,Kerala,660,594,Thrissur,4012,2,2,Kochi region(CK),1,2,2.2,10.3,76.2
19,320,Kerala,661,601,Thiruvananthapuram,4013,2,3,Travancore region(SK),1,2,2.2,8.3,76.6
20,280,Telangana,55,536,Hyderabad,3207,1,3,Telangana region,3,5,5.1,17.5,78.5
20,280,Telangana,56,533,Nizamabad,3216,1,3,Telangana region,3,5,5.1,18.1,78.1
20,280,Telangana,57,535,Medak,3213,1,3,Telangana region,3,5,5.1,17.6,78
20,280,Telangana,58,538,Mahabubnagar,3212,1,3,Telangana region,3,5,5.1,16.7,78
20,280,Telangana,59,539,Nalgonda,3214,1,3,Telangana region,3,5,5.1,17.1,79.3
20,280,Telangana,60,540,Warangal,3222,1,3,Telangana region,3,5,5.1,18,79.6
20,280,Telangana,61,541,Khammam,3209,2,3,Telangana region,1,5,5.1,17.7,80.9
20,280,Telangana,62,534,Karimnagar,3208,1,3,Telangana region,3,5,5.1,18.4,79
